ID,ModuleTitle,CompositeName,ModuleSize,ModuleCategory,AnnotationLevel,ModuleMemberGenes
M39,integrin mediated leukocyte migration,integrin mediated leukocyte migration (M39),10,biological process,partial,ITGB2
M39,integrin mediated leukocyte migration,integrin mediated leukocyte migration (M39),10,biological process,partial,TXK
M39,integrin mediated leukocyte migration,integrin mediated leukocyte migration (M39),10,biological process,partial,ITK
M39,integrin mediated leukocyte migration,integrin mediated leukocyte migration (M39),10,biological process,partial,VAV1
M39,integrin mediated leukocyte migration,integrin mediated leukocyte migration (M39),10,biological process,partial,PIK3CD
M39,integrin mediated leukocyte migration,integrin mediated leukocyte migration (M39),10,biological process,partial,PRKCB
M39,integrin mediated leukocyte migration,integrin mediated leukocyte migration (M39),10,biological process,partial,ITGA4
M39,integrin mediated leukocyte migration,integrin mediated leukocyte migration (M39),10,biological process,partial,PLCG1
M39,integrin mediated leukocyte migration,integrin mediated leukocyte migration (M39),10,biological process,partial,ITGAL
M39,integrin mediated leukocyte migration,integrin mediated leukocyte migration (M39),10,biological process,partial,VCAM1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FXYD6
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FAM198B
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,HSPA6
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,BUB1B
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,PLK1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,NUF2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CD33
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TIMP2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,PLK4
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CD36
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,C5AR1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FCGR1B
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FCGR1A
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,S100A11
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SEMA4A
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,MAFB
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,S100A12
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,KIF2C
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CPPED1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SKA1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TPX2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CCDC99
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,NUSAP1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TYROBP
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,UBE2T
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FGR
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,MARCKS
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,ESPL1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,C15orf42
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,DLGAP5
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,IRAK3
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SIRPA
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CDCA7
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,BRCA1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CENPN
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CENPM
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CENPK
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,OIP5
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CENPI
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CENPH
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CENPF
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,ALOX5
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,NOD2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,MYBL2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,ITGAX
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CENPA
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CLEC4E
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SPAG5
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,ZWINT
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CSF3R
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CENPW
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SLC15A3
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,DEPDC1B
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,KIFC1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,HPSE
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,KCTD12
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TNFAIP2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,LST1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CD300LF
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,ORC1L
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,WHSC1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,RBM47
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,H2AFX
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SECTM1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,KIF23
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,RAB31
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TLR2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CD163
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CCNF
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,DAPK1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TLR4
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,GLT1D1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CHAC2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,PTAFR
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TLR8
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TOP2A
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TCF19
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SPC24
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SPC25
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CDC20
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TNFSF13
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,C16orf75
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CD1D
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CSF2RA
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,STMN1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,IGSF6
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,DTL
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,PTTG3P
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,EMR2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,RASSF4
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TROAP
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SLC31A2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FEN1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FAM64A
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TMEM106C
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FGL2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,RIN2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,POLA2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,LY86
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,PLXNB2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,STIL
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,LILRB3
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,LILRB2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,LILRB1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CLEC7A
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CCNE2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,EXO1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TIMELESS
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,RNF130
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,PAICS
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TNS3
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CEACAM8
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,NEK2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,DONSON
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,HNMT
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,WDFY3
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CHEK1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,GCA
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FCN1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SUV39H2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,BUB1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TFEC
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CDC25C
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CDC25A
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,NCAPH
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SGOL2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,RTN1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,NCAPG
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,NCF1C
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,PGLYRP1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,GRN
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,HCK
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,KIF18B
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,KIF15
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,PBK
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,LOC100288693
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,GINS2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,IL1RN
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,IL13RA1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,GINS1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,RNASEH2A
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,GINS4
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,NPL
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TIPIN
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,KIF20B
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,UBE2C
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,HMOX1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CD93
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,APITD1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,MELK
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CD14
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,DEPDC1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SIRPB2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,POLE2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FPR1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,KNTC1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SORT1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,UBE2S
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,KIF20A
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,AIF1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,MCM2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,NCF2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,NCF1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SMC2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,POLQ
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,MKI67
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,RFC5
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CSF1R
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TK1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TMPO
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,RFC3
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,KIF14
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CCR1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,C21orf45
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CD302
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FOXM1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FBXO5
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FANCD2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,ZWILCH
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,GMNN
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,BRIP1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,KIAA0101
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,WDHD1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,NDC80
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CDC6
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CDC7
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SCPEP1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FCER1G
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SPI1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CYP1B1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,RACGAP1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,ASPM
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FAM54A
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,ERCC6L
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CDT1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CKS1B
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,MCM4
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CD86
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,PRIM1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,RAD51AP1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,S100A9
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SLC7A7
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CST3
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,GGH
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FANCI
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,E2F7
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,EPB41L3
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,MTMR11
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,LMNB2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CKS2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,WDR76
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CSTA
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,HMMR
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,RXRA
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CCDC34
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,ASGR1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,ASGR2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,LMNB1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,KIF11
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FES
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,PTTG1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,LGALS2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,PADI4
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,UHRF1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,C11orf82
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,KIAA1598
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SHCBP1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,LMO2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TACC3
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,APOBEC3A
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,LRRC25
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,ALDH2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,APOBEC3B
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CDK1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FAM72A
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,ARHGAP11A
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,RAD51
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CDC45
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,PILRA
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,GPSM2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CKAP2L
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,DSCC1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TYMS
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CTSH
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,POLA1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,MAD2L1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,STAB1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,HELLS
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,DHFR
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,PLAUR
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,BIRC5
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CEP55
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,VCAN
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,KIAA1524
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,EZH2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,RRM2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,RRM1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,NLRP12
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SYK
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,PRC1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,ATAD2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,ZNF367
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,MYOF
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FAM83D
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SERPINA1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CEBPA
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,DNA2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CCNA2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,PLBD1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,ECT2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CEBPD
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CDKN3
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TBXAS1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,DIAPH3
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TTK
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,TNFSF12-TNFSF13
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,KIF4A
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,RMI1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CDCA2
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CDCA3
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,SKA3
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,KLF4
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,AURKA
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,AURKB
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CDCA5
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,MNDA
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,POC1A
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CDCA8
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,FCGRT
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,CENPE
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,ASF1B
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,PCNA
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,C1orf112
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,MCM10
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,MS4A6A
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,NEIL3
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,MND1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,MPEG1
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,ANLN
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,KIF18A
M4.0,cell cycle and transcription,cell cycle and transcription (M4.0),335,biological process,complete,PRKCD
